,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country
1582,1900,Huxiong Chen,52.0,China,Shanghai,Stationery,Manufacturing,China,True,D,M,,,1970.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1583,1900,Chen Qiongxiang,,China,Ningde,Batteries,Energy,China,True,D,F,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1584,1900,Chen Zhisong,57.0,China,Xiamen,Communication equipment,Technology,China,True,D,M,,,1966.0,1.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1585,1900,Manas Chiaravanond,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,,,,,,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1586,1900,Prathip Chiravanond,74.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,R,M,,,1948.0,10.0,21.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1587,1900,Alexandra Daitch,60.0,United States,Old Lyme,Cargill,Food & Beverage,United States,False,D,F,Connecticut,Northeast,1963.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1588,1900,Sol Daurella,57.0,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,False,U,F,,,1966.0,1.0,1.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1589,1900,Mark Davis,67.0,United States,Henderson,Las Vegas Raiders,Sports,United States,False,N,M,Nevada,West,1955.0,5.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1590,1900,James Dinan,63.0,United States,North Salem,Hedge funds,Finance & Investments,United States,True,E,M,New York,Northeast,1959.0,5.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1591,1900,Dong Fan,53.0,China,Zhuhai,Medical devices,Healthcare,China,True,D,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1592,1900,Fritz Draexlmaier,,Germany,Landshut,Auto parts,Automotive,Germany,False,U,M,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1593,1900,Bulent Eczacibasi,73.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,,,1949.0,12.0,25.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1594,1900,Faruk Eczacibasi,68.0,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,,,1954.0,6.0,15.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1595,1900,Eduardo Eurnekian,90.0,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,True,U,M,,,1932.0,12.0,4.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
1596,1900,David Fong,65.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,N,M,,,1957.0,5.0,29.0,,,,,,,,,,,
1597,1900,Guo Zhenyu & family,59.0,China,Kunming,Cosmetics,Fashion & Retail,Canada,True,D,M,,,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1598,1900,Surjit Kumar Gupta,81.0,India,Delhi,Electrical equipment,Manufacturing,India,False,U,M,,,1942.0,1.0,13.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1599,1900,Caroline Hagen Kjos,39.0,Switzerland,Wollerau,Conglomerate,Diversified,Norway,False,D,F,,,1984.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1600,1900,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,E,M,,,1942.0,3.0,24.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1601,1900,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,True,D,M,California,West,1967.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1602,1900,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,China,True,U,M,,,1959.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1603,1900,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,United States,False,D,M,Wyoming,South,1959.0,5.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1604,1900,Hui Wing Mau,72.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,,,1950.0,7.0,1.0,,,,,,,,,,,
1605,1900,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,United States,True,U,M,Florida,South,1959.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1606,1900,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,United States,True,U,M,California,West,1946.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1607,1900,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,Poland,False,U,F,,,1977.0,7.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1608,1900,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,True,U,M,Florida,South,1962.0,7.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1609,1900,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,N,M,,,,,,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1610,1900,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,False,D,M,Colorado,West,1937.0,11.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1611,1900,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,United States,True,E,M,New York,Northeast,1961.0,11.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1612,1900,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,Hong Kong,True,E,M,,,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1613,1900,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,United States,False,D,F,California,West,1954.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1614,1900,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,Zimbabwe,True,D,M,,,1961.0,1.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1615,1900,Robert Miller,89.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,United Kingdom,True,D,M,,,1933.0,5.0,23.0,,,,,,,,,,,
1616,1900,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,True,U,M,,,1967.0,8.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1617,1900,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,Japan,True,U,M,,,1948.0,7.0,1.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1618,1900,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,India,False,D,M,,,1957.0,6.0,23.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1619,1900,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,India,False,D,M,,,1938.0,4.0,17.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1620,1900,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,False,D,F,Illinois,Midwest,1950.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1621,1900,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,India,True,U,M,,,1942.0,10.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1622,1900,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,China,True,D,M,,,1956.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1623,1900,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,True,E,M,New Jersey,Northeast,1969.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1624,1900,Dwight Schar,81.0,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,True,E,M,Florida,South,1942.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1625,1900,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,True,U,M,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1626,1900,Qinxiang Shao,68.0,China,Hangzhou,Diversified,Manufacturing,China,True,U,M,,,1954.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1627,1900,Hua Shen,60.0,China,Jiaxing,Semiconductors,Technology,United States,True,D,M,,,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1628,1900,Shi Wen-long,95.0,Taiwan,Tainan,Plastics,Manufacturing,Taiwan,True,D,M,,,1928.0,2.0,1.0,,,,,,,,,,,
1629,1900,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,True,D,M,,,1950.0,2.0,26.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1630,1900,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,United States,False,D,F,Connecticut,Northeast,1960.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1631,1900,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,Philippines,False,D,F,,,1952.0,6.0,1.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1632,1900,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,False,Split Family Fortune,M,,,1962.0,9.0,17.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1633,1900,Mehmet Sinan Tara,64.0,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,False,U,M,,,1958.0,5.0,24.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1634,1900,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,True,D,M,,,1947.0,2.0,6.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1635,1900,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,Greece,True,U,M,,,1933.0,1.0,1.0,101.87,0.2,209852761469.0,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
1636,1900,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,India,False,D,M,,,1966.0,2.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1637,1900,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,China,True,E,M,,,1956.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1638,1900,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,True,D,M,,,1931.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1639,1900,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,False,U,F,Florida,South,1942.0,11.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1640,1900,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,China,False,D,F,,,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1641,1900,Chuanhua Xu & family,88.0,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,True,D,M,,,1935.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1642,1900,Gavril Yushvaev & family,65.0,Israel,,"Precious metals, real estate",Finance & Investments,Russia,True,U,M,,,1957.0,7.0,23.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1643,1900,Zhang Hongwei,68.0,China,Beijing,"Oil, banking",Diversified,China,True,D,M,,,1954.0,12.0,26.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1644,1900,Anita Zucker,71.0,United States,Charleston,Chemicals,Manufacturing,United States,False,U,F,South Carolina,South,1952.0,1.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1645,1800,Cameron Adams,43.0,Australia,Sydney,Software,Technology,Australia,True,D,M,,,1979.0,12.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1646,1800,Will Adderley,51.0,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,False,Split Family Fortune,M,,,1972.0,3.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1647,1800,Faisal Bin Qassim Al Thani,75.0,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,True,D,M,,,1948.0,1.0,1.0,115.38,-0.7,183466208791.0,17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
1648,1800,Leslie Alexander,79.0,United States,Houston,Sports team,Sports,United States,True,E,M,Texas,South,1943.0,6.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1649,1800,Masaaki Arai,57.0,Japan,Tokyo,Home sales,Real Estate,Japan,True,D,M,,,1965.0,10.0,29.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1650,1800,Sabrina Benetton,49.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,False,U,F,,,1973.0,10.0,4.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1651,1800,Sanjeev Bikhchandani,59.0,India,Delhi,Internet,Technology,India,True,D,M,,,1963.0,6.0,29.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1652,1800,O. Francis Biondi,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,E,M,New York,Northeast,1964.0,7.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1653,1800,Alejandro Bulgheroni,78.0,Uruguay,Manantiales,Oil & gas,Energy,Argentina,False,D,M,,,1944.0,11.0,1.0,202.92,7.9,56045912952.0,63.1,108.5,77.8,20.1,41.8,3461734.0,-32.522779,-55.765835
1654,1800,R.G. Chandramogan,74.0,India,Chennai,Dairy,Food & Beverage,India,True,D,M,,,1949.0,3.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1655,1800,Binod Chaudhary,67.0,Nepal,Kathmandu,Diversified,Diversified,Nepal,False,U,M,,,1955.0,4.0,14.0,188.73,5.6,30641380604.0,12.4,142.1,70.5,20.7,41.8,28608710.0,28.394857,84.124008
1656,1800,Parker Conrad,42.0,United States,San Francisco,Software,Technology,United States,True,N,M,California,West,1980.0,4.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1657,1800,Tim Cook,62.0,United States,Cupertino,Apple,Technology,United States,True,D,M,California,West,1960.0,11.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1658,1800,Mark Coombs,62.0,United Kingdom,London,Finance,Finance & Investments,United Kingdom,True,E,M,,,1961.0,1.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1659,1800,John de Mol,68.0,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,True,E,M,,,1955.0,3.0,24.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1660,1800,D. Leopoldo Del Pino,60.0,Spain,Madrid,Construction,Construction & Engineering,Spain,False,D,M,,,1962.0,7.0,30.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1661,1800,Diao Zhizhong,59.0,China,Beijing,Software,Technology,China,True,U,M,,,1963.0,11.0,6.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1662,1800,Robert Duggan,78.0,United States,Clearwater,Pharmaceuticals,Healthcare,United States,True,D,M,Florida,South,1944.0,4.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1663,1800,James France,78.0,United States,Daytona Beach,"Nascar, racing",Sports,United States,False,E,M,Florida,South,1944.0,10.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1664,1800,Phillip Frost,86.0,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,True,D,M,Florida,South,1936.0,11.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1665,1800,Jayme Garfinkel & family,77.0,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,False,U,M,,,1945.0,11.0,30.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1666,1800,Christopher Goldsbury,80.0,United States,San Antonio,Salsa,Food & Beverage,United States,False,E,M,Texas,South,1943.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1667,1800,Yusuf Hamied,86.0,India,Mumbai,Pharmaceuticals,Healthcare,India,False,D,M,,,1936.0,7.0,26.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1668,1800,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,E,M,New York,Northeast,1965.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1669,1800,Wei Huang,63.0,China,Hangzhou,Real estate,Real Estate,China,True,U,M,,,1959.0,9.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1670,1800,Yintai Jiang & family,72.0,China,Shanghai,Auto parts,Automotive,China,True,U,M,,,1950.0,7.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1671,1800,Lei Jin,57.0,China,Changchun,Pharmaceuticals,Healthcare,China,True,U,M,,,1965.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1672,1800,Jin Lei & family,68.0,China,Beijing,Medical equipment,Healthcare,China,True,U,M,,,1954.0,9.0,23.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1673,1800,Valentin Kipyatkov,46.0,Cyprus,Peyia,Software,Technology,Cyprus,True,D,M,,,1976.0,6.0,5.0,102.51,0.3,24564647935.0,75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859
1674,1800,Koo Kwang-mo,45.0,South Korea,Seoul,LG,Diversified,South Korea,False,U,M,,,1978.0,1.0,23.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1675,1800,George Kurtz,52.0,United States,Paradise Valley,Security software,Technology,United States,True,D,M,Arizona,West,1970.0,10.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1676,1800,Joe Lacob,67.0,United States,Atherton,Golden State Warriors,Sports,United States,True,U,M,California,West,1956.0,1.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1677,1800,Joe Lau,33.0,United States,Stanford,"Blockchain, technology",Technology,United States,True,D,M,California,West,1989.0,7.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1678,1800,Louise Lindh,43.0,Sweden,Stockholm,Investments,Diversified,Sweden,False,U,F,,,1979.0,10.0,20.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1679,1800,Luo Yangyong & family,47.0,China,Panzhihua,Mining,Metals & Mining,China,True,D,M,,,1975.0,6.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1680,1800,Joao Roberto Marinho,69.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,,,1953.0,9.0,16.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1681,1800,Jose Roberto Marinho,67.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,,,1955.0,12.0,26.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1682,1800,Roberto Irineu Marinho,75.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,D,M,,,1947.0,10.0,13.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1683,1800,Gary Michelson,74.0,United States,Los Angeles,Medical patents,Healthcare,United States,True,E,M,California,West,1949.0,1.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1684,1800,Robert G. Miller,77.0,Canada,Montreal,Electronics components,Technology,Canada,True,E,M,,,1945.0,7.0,3.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1685,1800,David Mindus,51.0,Sweden,Stockholm,Real estate,Real Estate,Sweden,True,D,M,,,1972.0,1.0,26.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1686,1800,Adriaan Mol,39.0,Netherlands,Amsterdam,Fintech,Technology,Netherlands,True,N,M,,,1984.0,3.0,14.0,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1687,1800,Mofatraj Munot,78.0,India,Mumbai,Real estate,Real Estate,India,True,U,M,,,1944.0,10.0,4.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1688,1800,Ezra Nahmad,77.0,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,False,U,M,,,1945.0,7.0,31.0,,,7184844193.0,,,,,,38964.0,43.7384176,7.4246158
1689,1800,Satyanarayan Nuwal,70.0,India,Nagpur,Industrial explosives,Manufacturing,India,True,U,M,,,1952.0,7.0,25.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1690,1800,Maike Oberwelland-Height,,,,Candy,Food & Beverage,Germany,False,Split Family Fortune,F,,,,,,,,,,,,,,,,
1691,1800,Nihat Ozdemir,72.0,Turkey,Ankara,Diversified,Diversified,Turkey,True,D,M,,,1950.0,4.0,5.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1692,1800,Benjamin Zhengmin Pan & family,53.0,China,Shenzhen,Electronics,Technology,China,True,D,M,,,1969.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1693,1800,Pierre Karl Péladeau,61.0,Canada,Montreal,Media,Media & Entertainment,Canada,False,E,M,,,1961.0,10.0,16.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1694,1800,Ronald Perelman,80.0,United States,New York,Leveraged buyouts,Finance & Investments,United States,True,D,M,New York,Northeast,1943.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1695,1800,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,True,D,M,New York,Northeast,1977.0,3.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1696,1800,Krit Ratanarak,76.0,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,False,E,M,,,1946.0,4.0,19.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1697,1800,Vinod Saraf,70.0,India,Mumbai,Chemicals,Manufacturing,India,True,D,M,,,1952.0,6.0,16.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
